ref	wgt	uk2
5000	5000,8	1,376638418
5000	5001	1,391090699
5000	5002,3	1,391090699
5000	5000,9	1,376638418
5000	5001,466667	1,373406147
5000	5000,433333	1,383080298
5000	4999,6	1,376638418
5000	5000,766667	1,383080298
5000	5001,033333	1,392687251
5000	5002,1	1,386290013
5000	5001,3	1,405394369
5000	5001	1,376638418
5000	5000,366667	1,373406147
5000	5001,4	1,405394369
5000	5000,5	1,376638418
5000	5000,9	1,376638418
5000	5001,533333	1,402228385
5000	5001,033333	1,397465961
5000	5002,266667	1,421118495
5000	5001,666667	1,397465961
5000	5000,633333	1,383080298
5000	5000,866667	1,373406147
5000	4999,333333	1,383080298
5000	5001,866667	1,383080298
5000	5001,933333	1,383080298
5000	5002,066667	1,397465961
5000	5001,6	1,386290013
5000	5001,766667	1,392687251
5000	5001,366667	1,383080298
5000	5001,366667	1,383080298
5000	5001,333333	1,378251711
5000	5002	1,386290013
5000	4999,933333	1,378251711
