ref	wgt	uk2
5000	5000	11
5000	5000	11
5000	5000	11
5000	5010	11
5000	5010	11
5000	5010	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5010	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5010	11
5000	5010	11
5000	5010	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5010	11
5000	5000	11
5000	4990	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	4990	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000	11
5000	5000,3	0,33
5000	5000,93	0,32
5000	5000,93	0,32
5000	5000,83	0,32
5000	5001,17	0,32
5000	5000,93	0,32
5000	5001,63	0,32
5000	5000,6	0,31
5000	5000,53	0,34
5000	5001,63	0,32
5000	5002,57	0,32
5000	5002,07	0,32
5000	5001,3	0,33
5000	5000,73	0,32
5000	5001,9	0,37
5000	5001,8	0,37
5000	5001,37	0,36
5000	5002	0,33
5000	5001,8	0,37
5000	4999,97	0,32
5000	5001,17	0,32
5000	5002,9	0,31
5000	5001,47	0,32
5000	5000,9	0,33
5000	5002,1	0,31
5000	5001,67	0,32
5000	5001,43	0,34
5000	5001,97	0,36
5000	5001,9	0,31
5000	5000,83	0,34
5000	5000,43	0,32
5000	5001,13	0,34
5000	5001,77	0,41
5000	5001,3	0,37
5000	5001,83	0,32
5000	5000,37	0,32
5000	5002	0,33
5000	5001,73	0,32
5000	5001,43	0,32
5000	5002,87	0,36
5000	5001,67	0,36
5000	5001,23	0,36
5000	5002,6	0,31
5000	5001,73	0,32
5000	5001,77	0,32
5000	5001,67	0,36
5000	5000,97	0,32
5000	5001,83	0,34
5000	5001,6	0,31
5000	5001,57	0,32
5000	5000,33	0,34
5000	5000,7	0,33
5000	5001,1	0,31
5000	5001,4	0,33
5000	5001,37	0,36
5000	5001,93	0,32
5000	5001,9	0,33
5000	4999,77	0,32
5000	4999,97	0,36
5000	5000,87	0,32
5000	4999,67	0,36
5000	5000,33	0,34
5000	5000,833333	1,373406147
5000	5000,433333	1,373406147
5000	5000,666667	1,373406147
5000	4999,733333	1,378251711
5000	5000,566667	1,373406147
5000	4999,366667	1,373406147
5000	4999,9	1,371787156
5000	5000,266667	1,373406147
5000	5000	1,376638418
5000	4999,833333	1,378251711
5000	4999,833333	1,378251711
5000	4998,9	1,371787156
5000	4999,966667	1,378251711
5000	5000,666667	1,373406147
5000	5000,333333	1,373406147
5000	4999,633333	1,373406147
5000	5000,066667	1,373406147
5000	4999,633333	1,373406147
5000	5000	1,371787156
5000	4999,2	1,371787156
5000	4999,666667	1,373406147
5000	4998,866667	1,373406147
5000	5000,366667	1,373406147
5000	4999,866667	1,373406147
5000	5000,7	1,371787156
5000	4999,466667	1,373406147
5000	5000,2	1,376638418
5000	5000,533333	1,378251711
5000	5000,3	1,386290013
5000	4999,866667	1,373406147
5000	5000,466667	1,373406147
5000	5005,566667	1,378251711
5000	4999,5	1,386290013
5000	4998,433333	1,378251711
5000	5000,4	1,376638418
5000	4999,366667	1,373406147
5000	4999,5	1,371787156
5000	4999,533333	1,397465961
5000	5000,533333	1,378251711
5000	4999,766667	1,373406147
5000	4997,066667	1,373406147
5000	4995,766667	1,373406147
5000	4996,033333	1,378251711
5000	4996,433333	1,397465961
5000	4996,366667	1,416419586
5000	5006,666667	1,378251711
5000	4995,9	1,386290013
5000	4996,533333	1,383080298
5000	4992,233333	1,402228385
5000	4995,6	1,386290013
5000	4995,933333	1,373406147
5000	4996,533333	1,373406147
5000	4995,833333	1,378251711
5000	4996	1,371787156
5000	4996,566667	1,378251711
5000	4997,166667	1,378251711
5000	4996,033333	1,378251711
5000	4996,866667	1,392687251
5000	4996,533333	1,383080298
5000	4996,466667	1,402228385
5000	4996,733333	1,378251711
5000	4995,866667	1,392687251
5000	4996,966667	1,378251711
5000	4996,066667	1,373406147
5000	4996,466667	1,373406147
5000	4995,8	1,371787156
5000	4996,066667	1,383080298
5000	4995,8	1,405394369
5000	4997	1,541146759
5000	4996,533333	1,373406147
5000	4995,566667	1,378251711
5000	4995,6	1,371787156
5000	4996,2	1,386290013
5000	4997,166667	1,373406147
5000	4995,933333	1,378251711
5000	4996,733333	1,373406147
5000	4996,233333	1,392687251
5000	4996,166667	1,378251711
5000	4996,2	1,371787156
5000	4996,5	1,371787156
5000	4997,2	1,405394369
5000	4996,833333	1,378251711
5000	4997,133333	1,378251711
5000	4995,966667	1,392687251
5000	4996,366667	1,378251711
5000	4996,033333	1,383080298
5000	4996,666667	1,378251711
5000	4996,466667	1,373406147
5000	4995,433333	1,373406147
5000	4996,333333	1,373406147
5000	4996,066667	1,392687251
5000	4996,366667	1,373406147
5000	4996,1	1,386290013
5000	4996,366667	1,373406147
5000	4996,533333	1,378251711
5000	4996,733333	1,383080298
5000	5001,033333	1,397465961
5000	5002,333333	1,392687251
5000	5001,8	1,376638418
5000	5000,866667	1,383080298
5000	4999,766667	1,411705037
5000	5001,033333	1,383080298
5000	5001,133333	1,383080298
5000	5000,8	1,386290013
5000	5001,133333	1,373406147
5000	5000,933333	1,397465961
5000	5002,666667	1,373406147
5000	5001,533333	1,373406147
5000	5000,866667	1,383080298
5000	5000,766667	1,383080298
5000	5001,266667	1,373406147
5000	5002,8	1,386290013
5000	5002,6	1,386290013
5000	4998,666667	1,383080298
5000	5001,766667	1,392687251
5000	5001,5	1,386290013
5000	5002,4	1,386290013
5000	5001,8	1,376638418
5000	5001,666667	1,373406147
5000	5002	1,391090699
5000	5001,366667	1,378251711
5000	5001,333333	1,378251711
5000	5001,7	1,386290013
5000	5002,233333	1,392687251
5000	5002,3	1,391090699
5000	5002,6	1,405394369
5000	5001,333333	1,392687251
5000	5000,266667	1,383080298
5000	5001,733333	1,383080298
5000	5002,633333	1,373406147
5000	5000,9	1,371787156
5000	5000,4	1,376638418
5000	5000,7	1,376638418
5000	5001,266667	1,378251711
5000	5002,2	1,386290013
5000	5001,366667	1,383080298
5000	5001,3	1,391090699
5000	5001,4	1,376638418
5000	5001,733333	1,373406147
5000	5002,466667	1,392687251
5000	5001,666667	1,392687251
5000	5001,133333	1,383080298
5000	5001,433333	1,383080298
5000	5001,066667	1,416419586
5000	5002,2	1,405394369
5000	5000	1,371787156
5000	5000,833333	1,383080298
5000	4999,5	1,386290013
5000	5000,266667	1,392687251
5000	5000,133333	1,383080298
5000	5000,533333	1,373406147
5000	5000,833333	1,383080298
5000	5000,933333	1,383080298
5000	5001,333333	1,392687251
5000	5001	1,405394369
5000	5001,8	1,405394369
5000	5001,166667	1,392687251
5000	5001,066667	1,402228385
5000	5001,7	1,376638418
5000	5000,566667	1,392687251
5000	5001,333333	1,383080298
5000	5000,6	1,391090699
5000	5000,1	1,391090699
5000	5001,233333	1,378251711
5000	5000,7	1,391090699
5000	5001,3	1,376638418
5000	5000,3	1,376638418
5000	5001,2	1,405394369
5000	5001,266667	1,402228385
5000	5001,933333	1,378251711
5000	5001,033333	1,383080298
5000	5001,133333	1,373406147
5000	5001,6	1,405394369
5000	5001,066667	1,392687251
5000	5000,733333	1,383080298
5000	5000,866667	1,378251711
5000	5001,9	1,391090699
5000	5000,5	1,386290013
5000	5001,766667	1,392687251
5000	5001,8	1,386290013
5000	5000,966667	1,392687251
5000	5002,3	1,386290013
5000	5000,3	1,376638418
5000	5002,633333	1,383080298
5000	5001,3	1,376638418
5000	5002	1,405394369
