ref	wgt	uk2
1000	1000,77	1,38
1000	999,40	1,38
1000	1001,53	1,39
1000	1000,53	1,37
1000	999,27	1,38
1000	1003,07	1,37
1000	1001,53	1,38
1000	1003,57	1,37
1000	1001,80	1,39
1000	1003,53	1,37
1000	1004,07	1,37
1000	1001,03	1,37
1000	998,87	1,37
1000	1004,03	1,37
1000	1002,47	1,38
1000	1001,70	1,38
1000	1001,83	1,37
1000	1002,40	1,37
1000	1002,03	1,38
1000	1000,87	1,37
1000	999,57	1,38
1000	1001,90	1,39
1000	998,90	1,38
1000	999,47	1,38
